Player,Pos,Age,Tm,Team Wins,Overall Seed,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TMP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Gordon Hayward,SF,33,CHO,13,27,25,25,31.9,5.6,11.9,0.468,0.9,2.4,0.361,4.7,9.4,0.496,0.505,2.5,3.2,0.765,1,3.7,4.7,4.6,1.1,0.5,2,1.8,14.5,798,14,0.544,0.205,0.273,3.4,13.6,8.2,21.6,1.7,1.4,13.3,20.9,0.2,0.4,0.6,0.038,-1.3,-0.7,-2,0
Tre Mann,PG,22,CHO,13,27,3,3,30.3,5.3,11.7,0.457,2,4.3,0.462,3.3,7.3,0.455,0.543,1,1,1,1,6,7,7.3,1.3,0,2.3,1,13.7,91,17.6,0.564,0.371,0.086,3.5,23.3,12.9,36,2.1,0,16.2,20.7,0.1,0.1,0.2,0.09,0.5,2,2.5,0.1
Cody Martin,SF,28,CHO,13,27,22,16,26.3,3,7.7,0.391,1,3,0.338,2,4.7,0.423,0.456,0.7,1.3,0.536,0.7,3,3.8,3.4,1,0.5,1.6,1.7,7.7,579,8.8,0.466,0.385,0.166,3,13.6,8,17.7,1.9,1.9,16.2,16.2,-0.6,0.3,-0.2,-0.02,-4.3,0.1,-4.2,-0.3
Bryce McGowens,SG,21,CHO,13,27,43,13,16.4,1.9,4.2,0.459,0.7,2,0.357,1.2,2.3,0.546,0.541,1,1.3,0.754,0.3,1.5,1.9,0.9,0.4,0.1,0.6,1.5,5.6,704,9,0.58,0.464,0.315,2.3,10.9,6.4,7.8,1.1,0.5,10.8,14.3,0.3,0.1,0.5,0.032,-3.9,-1.3,-5.2,-0.6
Nathan Mensah,C,25,CHO,13,27,25,0,12.3,0.5,1.1,0.429,0,0,,0.5,1.1,0.429,0.429,0.4,0.5,0.75,1.2,1.4,2.6,0.4,0.2,0.6,0.6,2.6,1.3,307,5,0.496,0,0.429,10.1,13.8,11.9,3.6,1,4.2,29.6,6.7,0,0.2,0.1,0.02,-8.8,-0.2,-8.9,-0.5
Vasilije Micić,PG,30,CHO,13,27,3,0,22.3,4.3,8.3,0.52,1,2.3,0.429,3.3,6,0.556,0.58,1.3,1.3,1,0.3,1.7,2,6,0,0,2,2.3,11,67,14.9,0.617,0.28,0.16,1.6,8.8,5,41.1,0,0,18.3,21.3,0.1,0,0.1,0.077,-1.1,-1.8,-2.8,0
Brandon Miller,SF,21,CHO,13,27,48,42,31.4,6.2,13.9,0.444,2.3,6,0.386,3.9,7.9,0.488,0.528,1.9,2.3,0.836,0.9,3.2,4.1,2.3,0.8,0.6,1.7,2.6,16.6,1508,12.7,0.556,0.433,0.164,3,11.9,7.3,11.2,1.2,1.6,10.3,23,0.1,0.5,0.6,0.018,-1.2,-1.8,-2.9,-0.3
Frank Ntilikina,PG,25,CHO,13,27,5,0,8.6,0.2,1.8,0.111,0.2,1.6,0.125,0,0.2,0,0.167,0.4,0.4,1,0.2,1,1.2,0.8,0,0,0.2,0.8,1,43,0,0.253,0.889,0.222,2.5,13.7,7.8,11.3,0,0,9.2,11,-0.1,0,-0.1,-0.099,-10.1,-3.5,-13.5,-0.1
Nick Richards,C,26,CHO,13,27,45,32,25.9,3.8,5.5,0.692,0,0,,3.8,5.5,0.692,0.692,2.1,2.9,0.731,2.6,5.4,7.9,0.8,0.3,1.3,1.1,2.7,9.7,1164,16.7,0.718,0,0.526,10.7,24.4,17.2,4.7,0.5,4.5,13.9,13.2,2.5,0.8,3.3,0.137,-1.7,-0.7,-2.4,-0.1
Ish Smith,PG,35,CHO,13,27,43,5,17.2,1.5,3.7,0.418,0.1,0.2,0.5,1.4,3.5,0.413,0.43,0.1,0.1,0.75,0.3,1.5,1.8,3.4,0.4,0.1,1.1,1.1,3.2,741,6.7,0.435,0.051,0.025,1.6,10.3,5.8,25.8,1.1,0.5,22.7,12.1,-0.5,0.1,-0.4,-0.027,-5.7,-1.3,-7,-0.9
Nick Smith Jr.,SG,19,CHO,13,27,37,0,15.5,2.4,5.9,0.406,1.4,3.1,0.451,1,2.8,0.356,0.523,0.3,0.4,0.846,0.4,1,1.5,1.2,0.2,0.2,0.9,1.2,6.4,573,8.5,0.534,0.521,0.06,3,7.8,5.3,11.3,0.6,1.1,12.6,19.3,-0.3,0,-0.3,-0.022,-2.6,-2.7,-5.3,-0.5
JT Thor,PF,21,CHO,13,27,43,1,13.4,1.2,3.2,0.367,0.4,1.4,0.317,0.7,1.8,0.405,0.435,0.2,0.3,0.538,0.9,1.6,2.5,0.4,0.2,0.4,0.3,1,3,575,6.9,0.442,0.432,0.094,7.1,14.3,10.5,3.9,0.7,2.7,7.1,11.8,-0.2,0.2,0,-0.004,-4.6,-1.6,-6.2,-0.6
Grant Williams,PF,25,CHO,13,27,3,0,30.3,6,11.7,0.514,2,5.7,0.353,4,6,0.667,0.6,3,3.3,0.9,1.3,6,7.3,2,0.7,0.3,1.7,1.7,17,91,17.7,0.647,0.486,0.286,4.7,23.3,13.6,10.1,1.1,1,11.3,21.2,0.1,0,0.2,0.105,0.6,0.4,1,0.1
Mark Williams,C,22,CHO,13,27,19,19,26.7,5.2,7.9,0.649,0,0,,5.2,7.9,0.649,0.649,2.4,3.4,0.719,4,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7,508,22.3,0.675,0,0.424,16,25,20.3,6.6,1.5,3.6,8.7,16.8,1.6,0.5,2,0.191,1.4,-0.8,0.6,0.3
Jarrett Allen,C,25,CLE,36,4,48,48,30.7,6.4,9.9,0.646,0,0.1,0,6.4,9.8,0.653,0.646,2.7,3.7,0.744,3.5,7.1,10.6,2.8,0.8,1.2,1.8,2.2,15.6,1473,22,0.674,0.01,0.369,13,25,19.1,13.3,1.2,3.4,13.3,18.8,4.1,2.8,6.9,0.225,1.9,1.6,3.5,2.1
Emoni Bates,SF,20,CLE,36,4,10,0,7.6,0.6,2.5,0.24,0.5,2,0.25,0.1,0.5,0.2,0.34,0.1,0.2,0.5,0.1,0.9,1,0.6,0.1,0.2,0.1,0.5,1.8,76,3.6,0.348,0.8,0.08,1.5,12.8,7.3,9.8,0.6,2.4,3.7,15.3,-0.1,0.1,0,-0.016,-5.4,-0.7,-6.1,-0.1
Darius Garland,PG,24,CLE,36,4,29,29,31.8,6.7,14.2,0.471,1.7,5,0.331,5,9.2,0.547,0.529,3.2,3.7,0.86,0.5,1.8,2.3,5.9,1.4,0.1,3.2,1.3,18.2,922,15.4,0.575,0.352,0.26,1.7,6.1,4,27.5,2.1,0.4,17,26,0.4,1.2,1.6,0.084,0.4,-0.7,-0.3,0.4
Ty Jerome,SG,26,CLE,36,4,2,0,7.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,,0.5,0,0.5,1.5,0,0,0.5,1,2,15,7.6,0.5,0.25,0,7.5,0,3.7,26.5,0,0,20,14.4,0,0,0,0.052,-4.3,-0.6,-4.9,0
Damian Jones,C,28,CLE,36,4,25,0,6,0.7,1.3,0.531,0.1,0.3,0.286,0.6,1,0.6,0.563,0.4,0.4,0.909,0.4,1,1.3,0.5,0.1,0.4,0.4,0.6,1.8,150,12.9,0.624,0.219,0.344,6.8,17.3,12.2,10.3,1,6,19.6,13.2,0.1,0.3,0.4,0.129,-3.3,2.8,-0.5,0.1
Caris LeVert,SG,29,CLE,36,4,43,1,27.4,5.3,12.4,0.424,1.7,5.1,0.336,3.6,7.3,0.486,0.493,2.1,2.9,0.748,0.5,3,3.6,4.4,1,0.4,1.5,1.7,14.4,1180,14.7,0.526,0.411,0.23,2.2,12,7.2,23.2,1.7,1.3,9.8,24,0.7,1.7,2.4,0.1,-0.4,0.6,0.2,0.6
Sam Merrill,SG,27,CLE,36,4,37,0,15.6,2.7,6.2,0.439,2.4,5.3,0.442,0.4,0.8,0.419,0.629,0.3,0.3,0.909,0.4,1.4,1.8,1.5,0.4,0,0.3,1.2,8,577,15.3,0.638,0.864,0.048,2.7,9.8,6.3,13.6,1.1,0.2,4.5,18.3,1.3,0.7,2,0.168,2.6,-0.2,2.4,0.6
Donovan Mitchell,SG,27,CLE,36,4,44,44,35.5,9.9,20.9,0.473,3.3,9.1,0.361,6.6,11.7,0.56,0.552,5.4,6.2,0.864,1,4.5,5.4,6.3,1.9,0.5,2.8,2.1,28.4,1560,23.9,0.602,0.438,0.297,3,13.6,8.4,29,2.6,1.3,10.5,32.2,3.7,2.7,6.4,0.198,5.7,1.8,7.5,3.8
Evan Mobley,PF,22,CLE,36,4,30,30,31.2,6.6,11.3,0.587,0.3,0.8,0.417,6.3,10.5,0.6,0.602,2.2,2.9,0.759,2.4,7.8,10.2,2.8,0.8,1.5,2,2.8,15.8,937,19.5,0.628,0.071,0.257,8.8,27,18.1,13.3,1.3,4.2,13.5,20.2,1.5,1.9,3.4,0.176,0.4,2.2,2.6,1.1
Isaiah Mobley,PF,24,CLE,36,4,3,0,4.7,0.7,1.3,0.5,0.3,0.7,0.5,0.3,0.7,0.5,0.625,0,0,,0,0.7,0.7,1.3,0.3,0,0.3,0.7,1.7,14,15.9,0.625,0.5,0,0,15.5,7.9,38.4,3.5,0,20,15.5,0,0,0.1,0.19,0.7,4.5,5.2,0
Pete Nance,PF,23,CLE,36,4,2,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,-18.8,0,0,0,0,0,0,0,0,0,0,21.7,0,0,0,-0.485,-19.5,-8.9,-28.4,0
Georges Niang,PF,30,CLE,36,4,53,1,21.7,3.3,7.7,0.432,1.7,4.8,0.352,1.6,2.9,0.565,0.542,0.6,0.8,0.825,0.3,3.3,3.6,1.2,0.2,0.2,0.8,2.4,8.9,1152,9.3,0.558,0.622,0.098,1.8,16.5,9.3,7.6,0.5,0.9,8.8,17.5,0.3,1.5,1.8,0.073,-2.9,-0.1,-3,-0.3
Isaac Okoro,SF,23,CLE,36,4,44,24,26.2,3.2,6.5,0.493,1,2.7,0.393,2.2,3.9,0.561,0.573,1.5,2.2,0.684,1.2,1.9,3.1,1.9,0.8,0.5,0.8,2,9,1153,11.8,0.599,0.406,0.33,5.1,8,6.6,9.3,1.6,1.5,9.3,13.7,1.5,1.6,3,0.126,-1.7,1.3,-0.4,0.5
Craig Porter Jr.,PG,23,CLE,36,4,32,5,14.7,2.6,5.2,0.509,0.2,0.7,0.333,2.4,4.5,0.535,0.53,1,1.4,0.696,0.5,2,2.5,2.8,0.5,0.4,1,0.9,6.5,469,15.9,0.559,0.127,0.279,3.6,14.8,9.3,27.4,1.8,2.3,15.1,20.2,0.4,0.8,1.2,0.125,-0.7,1.8,1.1,0.4
Max Strus,SF,27,CLE,36,4,53,53,32.3,4.4,10.8,0.41,2.4,7.1,0.336,2,3.6,0.554,0.521,0.9,1.2,0.781,0.8,4.1,4.9,3.7,0.9,0.5,1.5,2.6,12.2,1710,11,0.538,0.662,0.112,3,13.8,8.5,15.3,1.4,1.3,11.4,17.1,0.7,2.5,3.2,0.089,-1.5,0.9,-0.6,0.6
Tristan Thompson,PF,32,CLE,36,4,36,0,12.4,1.7,2.6,0.649,0,0,0,1.7,2.6,0.656,0.649,0.4,1.2,0.31,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,3.8,446,14.3,0.6,0.011,0.447,14.9,19.7,17.4,11.9,0.9,2.2,17,13.2,0.6,0.7,1.3,0.143,-1.8,0.9,-0.9,0.1
Dean Wade,PF,27,CLE,36,4,44,30,21.1,1.8,4.5,0.411,1.5,3.9,0.398,0.3,0.6,0.5,0.584,0.3,0.4,0.789,0.8,3.5,4.3,0.8,0.8,0.4,0.4,1.9,5.6,930,10,0.597,0.868,0.096,4,18,11.1,4.8,1.9,1.5,8.5,10.5,0.7,1.6,2.4,0.122,-1.9,2.1,0.2,0.5
Greg Brown III,PF,22,DAL,32,11,6,0,6.7,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.3,0.5,0.5,0.7,1.5,0.444,0.5,1,1.5,0.7,0,0.7,0.7,0.8,2.5,40,10.4,0.501,0.273,0.818,8.2,16.4,12.3,13,0,8.7,21.1,20.2,-0.1,0,0,-0.005,-4.9,0.6,-4.3,0
Dexter Dennis,SG,24,DAL,32,11,4,0,7.5,2.5,4.8,0.526,0.3,2,0.125,2.3,2.8,0.818,0.553,0.3,0.8,0.333,0.3,2,2.3,1,0,0.3,0.8,0.3,5.5,30,18.1,0.541,0.421,0.158,3.6,29.2,16.4,23.8,0,2.9,12.9,33.1,0,0,0,-0.001,1.8,-0.2,1.7,0
Luka Dončić,PG,24,DAL,32,11,47,47,37.4,11.5,23.4,0.492,3.9,10.3,0.375,7.7,13.2,0.583,0.574,7.3,9.3,0.777,0.7,8.1,8.8,9.5,1.4,0.6,4,2,34.2,1760,28.1,0.62,0.438,0.398,2.2,23.7,12.9,43.4,1.8,1.4,12.6,35.9,5.6,2.3,7.9,0.216,8.2,1.5,9.7,5.3
Dante Exum,PG,28,DAL,32,11,32,14,19.7,3.6,6.3,0.571,1,2,0.477,2.7,4.3,0.616,0.648,1,1.4,0.727,0.6,2.2,2.8,2.8,0.6,0.2,0.8,1.6,9.2,631,16.6,0.663,0.32,0.217,3.1,12.3,7.7,20.3,1.4,0.7,10.8,16.9,1.5,0.5,2,0.154,1.1,-0.2,0.9,0.5
Daniel Gafford,PF,25,DAL,32,11,3,2,21.3,6.3,10.3,0.613,0,0,,6.3,10.3,0.613,0.613,2.3,3,0.778,4.3,7.7,12,1.3,0.7,2.3,1.3,2,15,64,32.4,0.644,0,0.29,22.1,39.4,30.7,10.5,1.5,9.6,10.3,26,0.2,0.1,0.4,0.278,4.3,2.7,7,0.1
Josh Green,SG,23,DAL,32,11,42,25,27.3,3.4,6.9,0.491,1.5,3.5,0.412,2,3.4,0.573,0.596,0.8,1.2,0.66,0.6,2.7,3.3,2.5,0.8,0.2,1.1,2,9,1148,10.4,0.607,0.509,0.172,2.5,10.7,6.6,12.1,1.3,0.5,12.6,13.3,1,0.8,1.9,0.078,-1.8,-0.4,-2.2,-0.1
Tim Hardaway Jr.,SF,31,DAL,32,11,52,10,29.8,5.9,14.3,0.414,3.2,8.6,0.365,2.8,5.6,0.49,0.525,2.3,2.7,0.877,0.3,3.3,3.6,1.7,0.5,0.1,1,1.6,17.3,1547,13,0.561,0.606,0.186,1.2,12,6.6,8.4,0.8,0.2,5.9,23.5,1,0.9,2,0.061,0.2,-2.4,-2.3,-0.1
Jaden Hardy,SG,21,DAL,32,11,50,6,15.7,3,7.4,0.409,1.4,3.7,0.369,1.7,3.7,0.449,0.501,0.8,1.1,0.717,0.3,1.7,2,1.7,0.3,0.1,0.8,1.1,8.2,783,11.5,0.52,0.503,0.142,2.1,12,7,15.3,1,0.4,9,23.7,-0.1,0.5,0.4,0.025,-1.2,-2.1,-3.4,-0.3
Kyrie Irving,SG,31,DAL,32,11,33,33,33.9,9.6,19.6,0.491,2.9,7,0.414,6.7,12.6,0.534,0.565,3.3,3.7,0.878,0.8,4.4,5.2,5.5,1.3,0.5,1.6,1.9,25.5,1119,22.6,0.598,0.358,0.19,2.4,14.3,8.4,26.5,1.8,1.2,7.1,28.8,2.8,1.1,3.9,0.166,5.3,0.2,5.6,2.2
Derrick Jones Jr.,SF,26,DAL,32,11,50,47,25.3,3.5,7.2,0.486,1.2,3.6,0.341,2.3,3.6,0.63,0.571,1.3,1.8,0.744,1.1,2.5,3.7,1,0.8,0.7,0.9,1.8,9.6,1265,11.9,0.598,0.497,0.25,4.9,10.9,7.9,5.3,1.5,2.5,10.5,15.1,1,1.1,2.2,0.082,-1.1,-0.4,-1.5,0.2
Maxi Kleber,C,32,DAL,32,11,19,7,21.6,2,4.3,0.463,0.9,2.5,0.354,1.1,1.8,0.618,0.567,0.8,1.2,0.652,0.8,2.8,3.6,1.8,0.4,0.8,1,2.1,5.7,411,9.3,0.586,0.585,0.28,4.2,14.1,9.2,10.6,0.8,3.2,17.1,11.5,0.2,0.4,0.6,0.069,-2.2,0.6,-1.7,0
A.J. Lawson,SG,23,DAL,32,11,27,0,8.5,1.4,3.1,0.464,0.5,1.5,0.325,1,1.6,0.591,0.542,0.4,0.7,0.632,0.4,0.8,1.2,0.5,0.3,0.1,0.4,0.7,3.8,230,12.2,0.558,0.476,0.226,5.2,10,7.6,7.8,1.9,1.1,9.8,19,0.1,0.2,0.3,0.061,-2.2,-1.2,-3.4,-0.1
Dereck Lively II,C,19,DAL,32,11,37,35,25.7,4.1,5.6,0.736,0,0.1,0,4.1,5.6,0.743,0.736,0.9,1.6,0.559,2.8,5,7.8,1.3,0.6,1.5,1.1,3,9.2,952,17.3,0.724,0.01,0.284,12,21.2,16.6,6.9,1.2,5,15.2,12.4,2.1,1.3,3.4,0.171,-0.7,0.4,-0.3,0.4
Markieff Morris,PF,34,DAL,32,11,17,1,9.2,0.9,2.9,0.327,0.6,1.8,0.333,0.4,1.1,0.316,0.429,0.2,0.2,0.75,0.2,1.5,1.8,0.6,0.3,0.1,0.5,0.6,2.6,156,5.8,0.443,0.612,0.082,2.8,18.3,10.5,8.9,1.5,0.6,15.1,16.3,-0.3,0.2,-0.1,-0.029,-4.7,-1.3,-5.9,-0.2
Dwight Powell,C,32,DAL,32,11,47,8,15.4,1.4,2,0.705,0,0,0.5,1.4,2,0.71,0.711,1.3,1.8,0.723,1.7,2.1,3.9,1.6,0.5,0.4,0.6,2.1,4.1,726,14.9,0.741,0.021,0.874,12.2,15.2,13.7,12.5,1.4,2.2,17.6,9.4,2,0.7,2.8,0.184,-0.7,0.9,0.2,0.4
Olivier-Maxence Prosper,PF,21,DAL,32,11,30,0,8.5,0.8,2.4,0.352,0.3,1.1,0.242,0.6,1.3,0.447,0.408,0.8,1.1,0.676,0.6,1.4,2,0.6,0.1,0.1,0.2,0.6,2.7,255,10.3,0.471,0.465,0.479,7.7,18.5,13.1,9.4,0.8,1,5.5,15.2,0.1,0.2,0.3,0.066,-2.4,-1.3,-3.7,-0.1
P.J. Washington,PF,25,DAL,32,11,3,2,29.3,3.7,9,0.407,0.7,4,0.167,3,5,0.6,0.444,0.7,2,0.333,0.7,4.7,5.3,2,0.3,0.3,1.7,2.3,8.7,88,4.9,0.439,0.444,0.222,2.5,17.4,9.9,8.9,0.5,1,14.4,16.8,-0.2,0.1,-0.1,-0.053,-6.2,-0.4,-6.6,-0.1
Brandon Williams,PG,24,DAL,32,11,12,0,4.9,0.7,1.8,0.364,0.2,0.5,0.333,0.5,1.3,0.375,0.409,0.5,0.9,0.545,0.3,0.3,0.6,1,0.1,0.1,0.3,0.2,2,59,11.7,0.447,0.273,0.5,5.5,7.4,6.5,26.8,0.8,1.5,10.1,21.6,0,0,0,0.025,-1.1,-2.1,-3.2,0
Christian Braun,SG,22,DEN,36,5,55,0,19,2.5,5.7,0.438,0.7,1.8,0.36,1.9,3.9,0.474,0.495,1.3,1.8,0.732,0.8,2.7,3.5,1.4,0.4,0.4,0.7,1.5,7,1046,11.2,0.535,0.317,0.308,4.9,15.4,10.2,9.4,1,1.7,9.1,16.3,0.6,1.1,1.7,0.076,-2.4,-0.6,-3,-0.3
Kentavious Caldwell-Pope,SG,30,DEN,36,5,50,50,31.9,3.5,7.9,0.443,1.4,3.8,0.379,2,4.1,0.502,0.534,1.6,1.8,0.921,0.4,1.9,2.3,2.3,1.3,0.5,1,1.9,10,1596,10.1,0.581,0.483,0.226,1.5,6.6,4.1,9.1,2.1,1.2,10.2,13.1,1.2,1.6,2.7,0.083,-2.7,0.5,-2.2,-0.1
Collin Gillespie,PG,24,DEN,36,5,18,0,7.6,0.9,2,0.444,0.4,1.1,0.35,0.5,0.9,0.563,0.542,0.3,0.4,0.714,0.1,0.5,0.6,0.7,0.5,0,0.6,0.9,2.4,137,7.7,0.563,0.556,0.194,0.8,7.2,4.1,11.1,3.3,0,20.4,15.6,-0.1,0.2,0.1,0.027,-6.2,1.5,-4.7,-0.1
Aaron Gordon,PF,28,DEN,36,5,49,49,31.7,5.4,10,0.545,0.6,1.9,0.315,4.8,8.1,0.598,0.575,2.4,3.7,0.641,2.5,4.2,6.7,3.1,0.8,0.7,1.4,1.8,13.8,1555,16.3,0.596,0.189,0.371,8.9,14.4,11.7,13.2,1.2,1.9,10.7,17.8,2.6,1.7,4.2,0.131,0.7,-0.2,0.6,1
Justin Holiday,SG,34,DEN,36,5,32,9,14.8,1.4,3.2,0.446,0.9,2.2,0.394,0.5,0.9,0.567,0.584,0.1,0.1,0.75,0.2,1.1,1.3,1,0.6,0.1,0.3,1.4,3.8,474,8.6,0.589,0.703,0.04,1.4,8.1,4.8,8.3,2.1,0.4,7.2,10.2,0.4,0.5,0.9,0.087,-3.5,1,-2.5,-0.1
Jay Huff,C,25,DEN,36,5,8,0,2.8,0.5,0.9,0.571,0.3,0.6,0.4,0.3,0.3,1,0.714,0,0,,0,0.4,0.4,0.1,0.1,0,0.1,0.6,1.3,22,11.5,0.714,0.714,0,0,15,7.6,6.3,2.3,0,12.5,15.8,0,0,0,0.109,-2.2,0.7,-1.6,0
Reggie Jackson,PG,33,DEN,36,5,55,15,23.1,4.3,9.5,0.457,1.3,3.4,0.372,3.1,6.1,0.505,0.524,0.9,1.2,0.776,0.4,1.7,2.1,4,0.6,0.2,1.3,1.8,10.9,1272,13,0.543,0.361,0.129,2,8.1,5.1,24,1.2,0.6,11.6,21.3,0.9,1,1.9,0.071,-1,-1.2,-2.2,-0.1
Nikola Jokić,C,28,DEN,36,5,53,53,33.8,10.2,17.7,0.577,1.1,3,0.352,9.2,14.7,0.623,0.607,4.6,5.7,0.813,3,9.1,12,8.9,1.2,0.9,2.9,2.5,26.1,1793,31.1,0.646,0.17,0.32,9.9,29.5,19.8,43.9,1.7,2.4,12.7,29.7,7.8,3,10.8,0.29,9.4,4.2,13.6,7.1
DeAndre Jordan,C,35,DEN,36,5,29,1,11.3,1.7,2.6,0.632,0,0,,1.7,2.6,0.632,0.632,0.8,1.7,0.449,1.7,2.9,4.6,0.7,0.2,0.4,0.7,1.7,4.1,327,16.1,0.605,0,0.645,16.6,28.3,22.5,8.1,0.8,3.4,16.3,15.5,0.4,0.5,0.9,0.137,-1.9,-0.4,-2.3,0
Braxton Key,SF,26,DEN,36,5,15,0,3.4,0.4,1,0.4,0.1,0.3,0.25,0.3,0.7,0.455,0.433,0.3,0.4,0.667,0.2,0.6,0.8,0.5,0.1,0,0.1,0.3,1.1,51,13.5,0.482,0.267,0.4,6.6,19.4,13.1,19.9,1.9,0,5.4,15.9,0.1,0.1,0.1,0.122,-1.5,0.6,-0.9,0
Jamal Murray,PG,26,DEN,36,5,40,40,31.5,7.7,16.5,0.468,2.4,5.9,0.411,5.3,10.6,0.5,0.542,2.7,3.2,0.849,0.7,3.3,3.9,6.5,0.8,0.7,2,1.9,20.5,1258,19.6,0.575,0.359,0.191,2.4,11.4,7,31.1,1.3,1.8,10.2,27.4,2.2,1.2,3.5,0.133,4.1,-0.7,3.5,1.8
Zeke Nnaji,PF,23,DEN,36,5,40,0,9.6,1.2,2.7,0.439,0.1,0.5,0.278,1.1,2.2,0.472,0.463,0.8,1.2,0.681,1.2,1,2.2,0.6,0.3,0.6,0.6,1.5,3.3,383,11.5,0.513,0.168,0.439,13.6,11.5,12.5,7.7,1.3,4.9,16.4,17.3,0,0.5,0.5,0.065,-4.5,-0.3,-4.8,-0.3
Jalen Pickett,SG,24,DEN,36,5,16,0,6.1,0.8,1.8,0.429,0.4,1.3,0.35,0.3,0.5,0.625,0.554,0.1,0.1,1,0.1,0.6,0.7,0.8,0.2,0,0.4,0.5,2.1,97,9.2,0.571,0.714,0.071,1.2,11.3,6.3,15.8,1.5,0,17.2,15.6,0,0.1,0.1,0.051,-2.5,-0.6,-3.1,0
Michael Porter Jr.,SF,25,DEN,36,5,54,54,31.6,6.1,13,0.47,2.7,6.9,0.394,3.4,6.2,0.556,0.574,1,1.2,0.791,1.3,5.6,6.9,1.4,0.4,0.7,1.1,1.9,15.9,1709,14.5,0.587,0.527,0.095,4.7,19.5,12.2,6.4,0.7,2,7.4,20.1,1.6,1.9,3.4,0.097,0.7,-1.3,-0.6,0.6
Julian Strawther,SF,21,DEN,36,5,35,0,13.9,2.1,5.6,0.378,1.1,3.5,0.309,1,2.1,0.493,0.474,0.5,0.7,0.72,0.1,1.4,1.5,1.1,0.5,0.2,0.5,1.4,5.8,485,9,0.493,0.628,0.128,0.9,10.9,6,11,1.7,1.1,7.6,20.1,-0.2,0.5,0.3,0.027,-4.2,-1.1,-5.3,-0.4
Hunter Tyson,PF,23,DEN,36,5,9,0,3,0.1,0.8,0.143,0,0.7,0,0.1,0.1,1,0.143,0,0,,0,0.7,0.7,0.1,0,0,0.2,0.7,0.2,27,-9,0.143,0.857,0,0,24.5,12.4,4.3,0,0,22.2,14.5,-0.2,0,-0.1,-0.23,-15.8,-3,-18.8,-0.1
Peyton Watson,SF,21,DEN,36,5,53,4,18.3,2.6,5.5,0.473,0.7,2.1,0.336,1.9,3.5,0.554,0.536,0.9,1.3,0.7,0.6,2.3,2.9,1,0.6,0.9,0.7,1.8,6.9,969,12.1,0.56,0.374,0.238,4,13.6,8.9,7.5,1.5,4.3,10,16.2,0.4,1.3,1.7,0.085,-2.3,0.7,-1.6,0.1
Troy Brown Jr.,SF,24,DET,8,30,3,0,16,2.3,5.3,0.438,1.3,3.3,0.4,1,2,0.5,0.563,0.7,0.7,1,0.3,3.3,3.7,1.3,0.3,0,0.3,1,6.7,48,13.2,0.592,0.625,0.125,2.3,24,12.8,11.4,1,0,5.6,15.7,0.1,0,0.1,0.093,0.1,1.1,1.2,0
Malcolm Cazalon,SG,22,DET,8,30,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,3,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.017,-6,-3.1,-9.2,0
Cade Cunningham,PG,22,DET,8,30,44,44,34,8.2,18.4,0.446,1.7,5.1,0.335,6.5,13.3,0.489,0.493,3.8,4.5,0.857,0.4,3.7,4.1,7.5,0.9,0.4,3.6,2.7,21.9,1496,15.4,0.539,0.277,0.242,1.3,12.4,6.7,34.6,1.3,0.9,14.9,29.6,0.1,0.6,0.6,0.02,0.6,-1.9,-1.3,0.3
Jalen Duren,C,20,DET,8,30,39,38,30.1,6.1,9.7,0.631,0,0.1,0,6.1,9.6,0.636,0.631,1.8,2.4,0.742,3.4,8.6,12,2.5,0.4,0.8,1.9,3.3,14,1172,18.6,0.652,0.008,0.247,12.2,33,22.3,12.4,0.7,2.2,15.2,17.7,2.1,1,3.1,0.125,0.1,-0.1,0,0.6
Tosan Evbuomwan,SF,22,DET,8,30,1,0,8,2,2,1,1,1,1,1,1,1,1.25,0,0,,0,2,2,0,1,0,0,1,5,8,30,1.25,0.5,0,0,28.8,14,0,6,0,0,10.5,0,0,0,0.282,6,7.5,13.5,0
Malachi Flynn,PG,25,DET,8,30,2,0,5,0.5,2,0.25,0.5,1,0.5,0,1,0,0.375,0,0,,0,1,1,0,0,0,0,0.5,1.5,10,1.2,0.375,0.5,0,0,23,11.2,0,0,0,0,16.8,0,0,0,-0.087,-7.9,-1.5,-9.4,0
Simone Fontecchio,SF,28,DET,8,30,3,2,26,6,13.3,0.45,2.3,6.7,0.35,3.7,6.7,0.55,0.538,1,1.7,0.6,1,3.7,4.7,2,1,0,0.3,1.7,15.3,78,16.2,0.545,0.5,0.125,4.2,16.2,10,11.9,1.8,0,2.3,23.3,0.1,0,0.1,0.079,1.9,1,2.9,0.1
